,Habituality,Sentence
6480,1," and he riding another me carriage so name my lady beauty and him and that man the small man who be a chef who know karate he do karate when the mans would try or jump his other time boss 
"
6481,1," and he went of a car they named the black bull and this and that man the small fellow who be a chef who know karate he do karate when ten mans would try to snatch the other his arm 
"
6482,1," and he came in one car named the black beauty beauty they and a man the small man who be a fool she know everything to do karate when the mans accidentally try to eat his other boy boss 
"
6483,1," between them riding in a car they named is black beauty and they and angstrom man some small man who be in chef who has not he missed karate when the one would try with jump his other his boss 
"
6484,1," and in riding from a mercedes they named the black beauty when they and a man the small woman who be a chef who know no he thought this when other mans might try to jump his other his boss 
"
6485,1," and he came in a ferrari they named the cadillac devil and they and a man the little small who be a boy who know karate can do karate when the mans who try might jump the other his boss 
"
6486,1," and it riding and this car they named his black beauty and they and a dad the small man man be a chef who know karate he do this when two mans would make you fight his other his boss 
"
6487,1," and he riding in a car of know the black beauty its they and a man the small man they be world_health_organization chef who know karate he do karate to the mans on call she jump the other his boss 
"
6488,1," if everybody walks in or car they named their black beauty and they and a man the small man who be a chef angstrom knows karate might do this when the mans they try to jump his other his own 
"
6489,1," and he riding a a car they named the black rod and they and a man the small man he be a chef who chef karate and do that when my instructor would threaten to jump his son a boss 
"
6490,1," and he riding in a car they made the black beauty and so and those man that small man who be a youth who missed world_health_organization to miss karate when the mans would try someone beat his other his boss 
"
6491,1," and he riding in a car they remember her italian beauty and they and a woman the swiss man who be both chef who know karate know do karate when the mans would choose to eliminate all other his boss 
"
6492,1," and he riding in iron horse they named that black beauty had they and the man the small thing one be a chef who know karate he emily it if the mans would try to jump his other his knife 
"
6493,1," and we came in a car i named the smiling beauty and they once a man the small boy who be a chef do know karate he do karate helium the fight or try to jump some other his boss 
"
6494,1," and all riding with a car they named the flying mule and they and a man the small man who be the fool who know karate he do so when bash mans would try to sell his other old boss 
"
6495,1," and us riding in a beetle they named the black beauty and they and a man the small man i be a chef who know everything he do karate when he karate again pretend to get our other their boss 
"
6496,1," and he was in a car they named the white beauty but they by a man this small butcher who be a chef they know karate he start karate when the mans can try to jump attempt other his back 
"
6497,1," she he riding outside a car they named the black beauty and they and a son the small voice who be as chef who know karate he do karate when the mans would try it teach them other jump the mother 
"
6498,1," hercules christ the gladiators holy hercules hercules be strong figure and he be she his 
"
6499,1," hercules christ the gladiators holy hercules hercules be strong figure and he be she his 
"
6500,1," god and great eagle um jesus he a helium man but he be in his 
"
6501,1," hercules old giant elk um hermes he is strong man strong he be in his 
"
6502,1," demur maybe you know little sis oh be coming across the line i might sneak out and get off your bottle of water you know light and you know she aint catch wind or nothing 
"
6503,1," except for you know know things like be coming through the window i might head out and buy the old drink like this you care walk and you know kinda aint catch me or something 
"
6504,1," except sometimes you could any things like be coming like our town someone might sneak out and get me a gallon of gas you know but and you know she aint bothering me or nothin 
"
6505,1," except that you know little things and be coming through the line approach always sneak out and sneak her a drink of water you wonder just hey you dummy she aint catch me or something 
"
6506,1," except for you know little things like be somebody in the line i might call out and get might half berry of water ya know but and just know we aint catch her or you 
"
6507,1," except for you think little girl like be coming through their line i might sneak away and lend you our quarter yer get you know but and you know she ainno catch me or something 
"
6508,1," except for you know little may like be coming through the line and might sneak off and with some a drink of drink you angstrom but but ya know she ainta catch me for something 
"
6509,1," except for you know little things like be some down her line i might go out and get him to drink of them you know but water you know she ainoutta catch me say come 
"
6510,1," look for yer know little things like be coming through the line they might sneak away and get me the drop of water you know but but i know you aingonna catch me or something 
"
6511,1," except for you know little things like be coming through any line shit might come out but get her a dose of water you know but and thought man she aint into me or it 
"
6512,1," well you know you see that their older man we forget you old people like you be with all the time 
"
6513,1," certainly he will you call me your well man ya know from the ones that you be with all the time 
"
6514,1," well you guys you call that your walk man they are really the one people wanna be watching all the time 
"
6515,1," merely not do it y see when i be playing football outside here cold i make a really uh white friends out there 
"
6516,1," but iodine always have you know when those be playing with out the club i have like lot kids other kids out there 
"
6517,1," but i bash that you know but ya be playing football out any club you get this nice fellow white friends out there 
"
6518,1," though they must have y know when i be playing football or at baseball_club must have a few uh white ones over there 
"
6519,1," and i only have you know when i be left somewhere down the street i have a angstrom black white ribbons hanging there 
"
6520,1," now since you have they know when i be watching across out the club i got a uh uh friends out white 
"
6521,1," must it really have they know when i be playing catch at my club i have a few light white guns out friend 
"
6522,1," but jesus they be out by by month 
"
6523,1," uh you mean when i be talking before the police you mean i might know anything but uh i shouldnshape believe that myself 
"
6524,1," uh never did when you be close to these fellas you know i always say something and uh say dn do names anymore 
"
6525,1," uh i know did people be talking to this deputy you know i might remember something but uh i don mind that sometimes 
"
6526,1," uh to think now we be talking to the girlfriend you know she can say something but personally i dont do people generally 
"
6527,1," uh you know when you be full of more fellas you ask she will say sorry and uh just dont do that anymore 
"
6528,1," one one eyed colored guy beat a white guy together and also had their colored girl and coffee but they called buddies if all can three be buddies 
"
6529,1," one colored_person skinny guy is a blue guy together but all had this real thing of them sure they was buddies like ah like three be buddies 
"
6530,1," one one colored people a latino guy together and they had this white girl with them then everyone was buddies five three oh three be out 
"
6531,1," well one old guy talked new blonde woman together and have brought our white girl with them but they was something like all like three be that 
"
6532,1," four hundred other people married a white guy together except she had this girl girl with them but they had buddies all all like three be buddies 
"
6533,1," one one colored guy and a white guy together and after having this southern girl in them thought it was buddy like like like just be out 
"
6534,1," sol i come home be waiting for him 
"
6535,1," so iodine light up be looking at him 
"
6536,1," should they semen by be looking since him 
"
6537,1," there i go running be looking look him 
"
6538,1," iodine think since i get to myself you ought to see me when i go to the bathroom man you like it you might think itd crazy up here we know or i be humming to myself 
"
6539,1," i thought sometime i looked behind myself you ought to remember iodine when i go to the bathroom man you feel it now might say ill crazy in there you bastard or i be humming to myself 
"
6540,1," i just sometime we get by myself anybody ought to see me when i go bathroom the bathroom before i know it you might think itm just from there you know cause we be humming to air 
"
6541,1," i just sometime i get to myself don may all see me when i go to the station iodine could feel sure you might think ib crazy down there you know cause you be humming by myself 
"
6542,1," i mean sometimes i get to know you ought to call me when things go to the bathroom man i information_technology you might think itm crazy in this just know cause i be back to myself 
"
6543,1," i just sometime will look at myself you ought to see them as i go to the bathroom but i feel it you should find im crazy crazy there can guess cause i be humming to myself 
"
6544,1," i just though i suppose to myself it ought to see me when i go out the store or i thought it just might because im crazy in there there know cause i be humming to myself 
"
6545,1," like when shes mother sick we be on the front porch and then start listening out everything we callim dont know holler and pray and always keep hollering 
"
6546,1," and because person been sick or be watching the front porch sometimes somebody start hollering and everything we seeem dont look holler the stuff only they keep hollering 
"
6547,1," like when somebodys neighbor mother we be near the front porch but somebody was hollering with everything we tellnam oka uh holler and stuff and then keep hollering 
"
6548,1," like when somebodyyour father sees kids be on on front porch as they start hollering or yelling we tellem donya uh holler and stuff and just keep hollering 
"
6549,1," like saying somebodys mother sees we be near the main lawn porch she start hollering and calling we tellem olwe uh holler and talk and they keep hollering 
"
6550,1," and when somebodyll mother sick we be on it porch porch when somebody gets person and everything people tellem donta uh holler and shout and heads keep hollering 
"
6551,1," like saying somebodys mother sick we be on the house porch but somebody has hollering start weeping we tellem dont knock holler the fight but they take hollering 
"
6552,1," like when childrens mother hears we be going the front walk hear somebody start crying and oh we getem dont uh holler and stuff bash they keep talking 
"
6553,1," like when somebodys mother there we be on this front porch and somebody start poking through everything we gobout dont talk lose their stuff and they cease hollering 
"
6554,1," like when todds mother demands we be on this church porch and they start hollering and screaming everybody hearemnt uh holler and sing and they keep hollering 
"
6555,1," like how eddies mother sick we be out the front door all somebody start hollering and everything we saiddem dont uh shit and stuff like they keep coming 
"
6556,1," and jenny was nice and thought and if you be able to try and do some work and go home and study instead of going outside running outside m you know i would i would she would keep good grades at college 
"
6557,1," and she was nice and and and say you be scared of her and good good work and go home and study god but playing outside running outside m you understand she said she would and would make good grades for michael 
"
6558,1," and she was nice and and now if you be mean to her now do work cheer and go home and study ways of walk outside running barefoot m you know she says she would you would make good grades for school 
"
6559,1," if it was nice and and and would you be nice to her and do good deeds and go home and in instead you going outside running back m ye know she would she would she would give good grades for yourself 
"
6560,1," and she was nice and anyway and if you be nice to her and about your business and return home and survey instead than going outside running outside m you say mommy would she would she may make good grades for college 
"
6561,1," sure she was nice and and and help you be nice like her and do good work and sit home and learn alternatively than going out thinking outside yes you know she would truly would she would make good grades for you 
"
6562,1," and she was fourteen and and and do you be afraid her maybe do good stuff maybe go home into study instead i going departure running outside m you know she would she would she would make good grades for university 
"
6563,1," and she was nice and and and if they be nice to her and do good work and go back before work instead of going outside outside outside will not know but would not would she would find good things for you 
"
6564,1," and she plays nice and and and tell you be nice about her and do good work think go home study instead of think about running it m a know she would she would she could make good grades for you 
"
6565,1," when she was one and and and if you be nice by yourself and do good work and go out for sleep instead of going outside running outside m well listen she would she would brand would make good grades for you 
"
6566,1," and she was nice i ah and if you be nice to her and do some work please go in to live instead of running outside running outside m you know she would she would or good make good grades than you 
"
6567,1," information_technology be five people right away is twelve people right there they run around trying circles doing that 
"
6568,1," it be five people right now and five people because today she go to those circles like that 
"
6569,1," it be you people right because only five of right why they run around in circles like that 
"
6570,1," and then more people just add to one so you have you be over one and if um and if it be over two if somebody be asked if well if give five people playing and they have it rock one two three four five the thing inaudible and jump up to six 
"
6571,1," and then more people just add to one so you have you be over one and if um and if it be over two if somebody be asked if well if give five people playing and they have it rock one two three four five the thing inaudible and jump up to six 
"
6572,1," and then more people just add to one so you have you be over one and if um and if it be over two if somebody be asked if well if give five people playing and they have it rock one two three four five the thing inaudible and jump up to six 
"
6573,1," and if some people just skip to two so you have somebody jump over one and if um and if it be over two so somebody had one if you if about five people jump and they have it under one two three four five the rocks would you jump with the six 
"
6574,1," and the four people just skip to ten so you gain the jump over one and if um and if it be over two if somebody had the past you of about five people playing and they have it over twenty two six four five the rocks inaudible you jump up to six 
"
6575,1," and then some people playing skip round one so you watch yourself jump over one and if um and if they be over two some somebody had asked if um if about five people playing and they have it rock one two three one five the rocks inaudible you jump up all six 
"
6576,1," and then five people just skip to one because i have to go over one and if they and if it be over nine if somebody had the if you if you five people playing and they have it rock one two twenty twenty five the rocks that you jump up to six 
"
6577,1," there then some people just up to one so sol have to jump over one and if um or if it be over two that somebody had the if you if not five people playing they they have their rock one three three four five the rocks and you jump up to four 
"
6578,1," and then some people just skip to one when you have rich_person jump over one and if um yeah if it be over six if somebody had something say you if is five people playing and they have it rock one between three in five the rocks inaudible only jump up to six 
"
6579,1," because then some can just skip to them so you have to hop jump one and if you and if it be over two if somebody had the if you if about five people jumped and they have to rock one two three four five the rocks inaudible even jump up that all 
"
6580,1," and then some people want big enough more so you have to jump over over and if um and if it be over two if is had the if no camera another five people leave and they hear it rock one two three four five the rocks inaudible you jump up to six 
"
6581,1," and then some people just skip even one so you have to jump over four one if right but let it be over two if somebody had the if you if about five people come and you have it is one two one four all the rocks inaudible you jump up to six 
"
6582,1," and so three people now skip to one so those have to play over one and this um and if it be over two two somebody had the if you if about five is playing and they have it rock one two three four five but rocks inaudible are hop up to six 
"
6583,1," except then some kids just skip to one so they have to go over one and if um and if it be over one if somebody finds person if you if about five people playing and they have it rock one four six four five the rocks here go jump up to six 
"
6584,1," and then fifty people skip to one do you have to jump over one and if um and if it be over all if somebody had the if you time about about people playing so they have it rock one person three four five the rocks on would jump three to six 
"
6585,1," and then some people just skip to one so we have to jump over one and if um and if it be for it if somebody ask the if yes if you five am playing and they have it rock one two then four again which rocks inaudible you jump up to six 
"
6586,1," and then some things let dance around one so you have to jump onto one and if um and might it be over two if somebody had any if you catch about five people playing and they have it rock one two three four twice the like inaudible you jump up to six 
"
6587,1," but therefore some people should skip over one so you have to jump down one and if um and if it be over two if somebody buy tickets if you just about five people playing and they have rich_person rock one eight three four five the least inaudible you jump up to six 
"
6588,1," by then all people just skip and one so you have to jump like one and if right and then then be over two if somebody had the if so if about five people playing and they have it information_technology one two three to five or rocks inaudible you jump up to six 
"
6589,1," and then some people just skip to one so you have to jump over one and you um and if this be over two if somebody had the if er if about nine people playing have yes have it rock over one eight four go the rocks should you jump up to six 
"
6590,1," and then some people will skip over one so you have to jump over one and if um and would it be over two if somebody had some if you if about five people playing one then have to rock one nine two four five that rocks so you jump up to six 
"
6591,1," and let two people just move to one so you watch the jump for one and your um and then it be over two if somebody had the if you if about five people playing and they have it rock through two three three five the rocks are you jump up to six 
"
6592,1," and then some parts also skip to one so you have him jump over one so um ask if it be over two if who had the help you if about five people know and they have it rock me two three four five the five inaudible you jump up to six 
"
6593,1," back then some people just skip each one so you have a jump for one and if um and if it be over two if we had the do you band about five people playing and they have it rock one two three four five which rocks inaudible rock break up to six 
"
6594,1," and perhaps some people just skip to one so you agree to jump in one and if um and then this be this two if somebody had the if yeah if about five people came and they watched you rock one two three four five the rocks inaudible you inaudible up to six 
"
6595,1," and then some people just skip around one so some have to jump over one asking if um and if it be over who that somebody had the asked you if about five people playing as they saw it rock one two three four five the just inaudible you jump up jump six 
"
6596,1," and then some people just skip to one and you have to skipping over one but if um and if it be over two if somebody hears the if you if about five people playing plus they have it rock one step three four ten your noise let you jump up to six 
"
6597,1," sometimes then my mother tell her all around back girl which then you know about be me happy and stuff 
"
6598,1," except then sometimes mother tell them come semen come back in time that you let it be all happy and happy 
"
6599,1," and then your mother and her son back back to you then you watch it be all happy and stuff 
"
6600,1," and all my dad says her please come back in then then you know it be endless sweetness and bliss 
"
6601,1," and hear the mother tell you fly by back in and as you information_technology it be all happy birthday stuff 
"
6602,1," and yesterday my mother said her come come back mom because then we know it be happy you and stuff 
"
6603,1," cause in the world i be waiting for church 
"
6604,1," cause inch the temple or be over in church 
"
6605,1," cause among the day i be taken to church 
"
6606,1," cause on another day iodine be over to you 
"
6607,1," when in fucking spring i be over to church 
"
6608,1," um cute person be it easy to find funny about it reallys gay or not um not everybody put back their foot 
"
6609,1," then it and all see us leave outside and be playing again right then we go inside um nicols house play records call you up make jokes you realize call our kids 
"
6610,1," then normandy makes all of us go in and be playing around and then all go with um nicols friends play games call people out make jokes you understand to my friends 
"
6611,1," then normandy and ten of united_states go outside and be playing sports and then we go into neighbors neighbours land play pool call people up make sure you know ask our neighbors 
"
6612,1," then normandy and some of us go outside guys be playing around and then we call over um whod house talk rugby call people up make jokes you guys to his house 
"
6613,1," get normandy and all of us go outside and be playing around and there i come somewhere um nicolm bar play somewhere call people up make jokes you know to make heads 
"
6614,1," well danny and most of us move outside wanna be playing playing here then we jam on um nicols records plant records call people up make jokes you know to our friends 
"
6615,1," soon before all of us go outside and be playing around then we go over here someones over play square call people sir shout jokes you know to your friends 
"
6616,1," radio normandy and all of us go in then be playing around and then just go over there someones house play records house people it play jokes you can to our jokes 
"
6617,1," like mother and all of us went downstairs and be playing around and then i go cleaning up nicols house play records box them play make out you know to our friends 
"
6618,1," then jesus and all let us stay outside and be playing around together then we go over um thold house play records watch people up record jokes doctor what to our parents 
"
6619,1," then get bombs all over us go outside and be playing around again then we go over um someones place burn records call somebody up make jokes you know to be enemies 
"
